participant_id,survey_text
314,"Bowling Green's refugee, immigrant, and international student population improves the university and the community."
314,Stronger tenant and renters rights. Landlord accountability for keeping properties in good shape. So many overpriced dilapidated rentals.
313,New home zoning should be for single family dwellings rather than multi-family units (apartments).
308,Developing more bike trails into surrounding areas of the city would allow for a more developed both transport and recreational experiences
305,"A clean, efficient public transportation system would be a huge help to those with limited ability or desire to drive."
305,More bike trails and walking trails would be a great addition.
305,"We need to make it worthwhile for builders to create more quality affordable rental units for residents, rather than more luxury units."
299,Leash laws should be more strictly enforced in both the city and county
301,Traffic improvement on the so-called Bypass.  Most cities actually have a bypass.  Bowling Green doesn't have one.
298,"BG has a bad problem with littering.  My husband and I fill up to 5 recycle bins every week between downtown and campus, cleaning it all up."
0,Relax restrictions on fencing in Home Owners Associations to promote people keeping animals on leashes or in fenced yards.
0,Better ordinances on keeping animals on leashes or in fenced areas are needed.
282,Refugees and immigrants are welcome next door.
277,Why has the Police stop enforcing parking regulations? Park any way any direction. Is it time for a separate Traffic Enforcement Division?
0,Sidewalks are needed along Gary Farms Blvd
277,"Residential Parking Permits for areas near WKU. We can rescue our yards from parking. We pay property taxes for the students' convenience,"
0,Bowling Green needs more competitive internet rates.
0,Bowling Green needs more competitive cable rates.
289,Bowling Green needs to enforce the separation of church and state and impose taxes on churches that politic from the pulpit
289,Bowling Green needs to attract business like Costco and Trader Joe's to keep residents from driving to Nashville on weekends
284,"A favorite place to visit (elsewhere) is a park filled with gently used toys (donated).  It inspires imagination, creativity and sharing."
272,Require new downtown developments to become LEED certified
272,"Increase green spaces, especially near mall, to decrease congestion and improve ""green"" status"
278,Institute a business development grant that encourages WKU grads to stay in Bowling Green by starting local businesses.
278,"Encourage local business development with grants, etc. For a city this size, it is ridiculous that we have basically one local coffee shop!"
272,"Better incorporation of university resources in community, including Kentucky Museum."
274,Refugee neighbors enrich our city's landscape and we should find more ways to welcome and integrate them into the life of the city.
272,"Install new sidewalks along major roads, like Three Springs, and city-wide bike routes, to decrease likelihood of accidents"
272,"We should focus downtown development dollars on rehabilitation and reuse of buildings that can be done so, rather than building new."
274,The arts enrich our city.
274,The university and city should develop stronger mutually beneficial partnerships.
264,"Bowling Green needs Community Enrichment Classes that include woodworking, welding, gardening and general home beautification for hobbyist."
279,Zoning changes should only be made with the consent of a majority of the neighbors in the affected area.
274,It would be great if people in neighborhoods could get to know each other better and neighborhoods were like small communities of neighbors.
274,People in Bowling Green should not be discriminated against based on their sexual orientation.
276,Enact rent control laws to stabilize the constant increase in rates.
92,Bowling Green needs stricter code enforcement on property use and condition in some neighborhoods.
0,The road closure between Shawnee and Patton Way makes access to Nashville Rd take 3 times as long and is a major annoyance.
980,Complete the ky. 185 restructuring project.
326,"We have an estimated 125,000 people but we still don't have a hospital that is trauma center and have to ship everyone to TN or Louisville."
965,City/county parks should be focused on creating and maintain green places for residents to join.Avoid cement parking and adding buildings
973,Higher paying jobs- the ability to move up with reasonable raises.
952,Curbside Recycling and/or Recycle Center in South Warren County
945,It is easy to find a good job in Warren County.
945,The Kentucky Career Center on Chestnut is a great resource to locate employment.
944,"Widen Cemetry Road, Russellville Road, Lover’s Lane, Campbell Lane, The Old ByPass, and Scotsville Road from old ByPass to Natcher Parkway."
942,"Work,with State to complete a wide loop from Scottsville Road across N I65 to N Natcher Pk way."
936,Bowling green needs to work in beautifying the city . More Boulvard like roads with planted flowers and reducing overhead utility clusters.
0,Noise ordinances should be enacted and enforced in the county as they are in the city.
0,Lease laws should be enacted and enforced in the county as they are in the city.
261,Bowling Green should spend less time redoing the same sidewalks over and over again and focus on the areas that actually need improvement.
259,Bowling Green should pass the Uniform Residential Landlord and Tenant Act (or URLTA) to ensure basic standards for landlords and tenants.
253,"When resurfacing a roadway, attention should be given to making the manhole covers level with the new surface."
166,"Unelected school board officials should not have the power to create, add, or increase ""school taxes""."
240,Wish the airport would get better flights. WheelsUp was cool but need more locations. Sad Owensboro is so far ahead there.
240,Like Steamers but hate they ruined that historic building
240,Cops are overzealous in BG. So little crime they try to create trouble. Need to ease off. This city is plenty safe.
240,Need more bike lanes and biker friendly resources
0,There is no reason not to spend 6 cents per $100 to eliminate homelessness for hundreds of school children.
240,We need to commit more resources to the North-Northeast ends of town. Blue collar people who help make Bowling Green what is. Too neglected.
240,"SKYPAC needs to bring in younger, more entertaining acts. It will fall apart if they keep only catering to 50+. Could be a great venue."
240,We need more businesses like White Squirrel and Nats in BG. They add character to our town. Done with the Olive Garden and Belks.
240,The intersection at Taco Bell and KFC is a nightmare
240,Big names and corporations get away with too much. We need fairer regulation and level playing fields for the small and big guys alike.
240,We need to promote competition in town for Charter. AT&T isn't much better and doesn't serve everywhere. Need more fiber to the homes.
240,We need look for a Natcher connection on Three Springs or Elrod Rd
240,Every railroad crossing needs an elevating arm. Too many near accidents for something so inexpensive.
240,The Old Morgantown Rd train crossing needs either an underpass or an overpass
240,There is too much continuous road work going on downtown. They need to get it together.
240,We should think about moving the airport. Too much high dollar land going to waste right now.
240,Why isn't Nashville Rd between the roundabout and Campbell Ln wider? Getting stuck there at 5 o'clock is a plague.
240,The access roads off Scottsville Rd are terrible. They provide constant traffic jams and can be dangerous. We need to budget to fix them.
240,The homeless population is getting out of hand. We need to find better methods for curtailing and rehabing and keeping them off the streets.
240,Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable.
240,There should be greater checks on our County and City executives. They don't wield too much power but they do wield far too much influence.
240,We should be incentivizing higher paying jobs coming to BG. Cost of living is outrunning wages and it's starting to be a problem.
240,You shouldn't be required to pay County taxes if you live in the City (but not the other way around). It makes no sense.
240,There is not enough done for tourism in Warren Co. We offer much more than Corvettes and we should be promoting other activities.
240,There are too many apartments being built. Our economy can't continue to support it. There will be a bust & it might be sooner than later.
92,Bowling Green City Commission needs to pass an ordinance banning the sale or use of large fireworks in the city limits.
239,Publicizing more cultural activities other than the Bowling Green International Festival.
36,"The city should craft a very simple fairness ordinance, saying no discrimination acquiring housing, but not giving LGBTQ EEOC Bypass @work"
210,"Cable companies need competition and not be allowed to raise rates of  customers. Once you sign on, that is your rate unless you upgrade."
203,Residents using septic tanks should not be charged for waste water.
198,"With a circle, widen Fairview with a left-turn lane west of cemetery."
198,Only a traffic circle at Kereiakes Park on Fairview Ave. is required.
199,"Recreational Cannabis in KY offers tourism, increased revenue, job opportunities, and shows massive leadership in the southern region."
198,New developments should not be approved unless roads and infrastructure capable of handling them are in place.
193,City/County officials with connections to a project or proposal should abstain from voting on the project or proposal.
193,City/county officials should disclose to the public via Daily News all connections they have to a project or proposal well before the vote.
0,My employer has not been responsive to reports of sexual harassment in the workplace.
181,Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug.
175,Driver’s education needs to be more thorough and mandatory before 16 year olds are even allowed to drive home from the courthouse.
175,KASPER is an invasion of privacy that contradicts what HIPAA regulations try to protect.
175,Graves Gilbert has created a healthcare monopoly within Bowling Green and the surrounding areas.
166,Local elected government officials should not be able to hold a seat and also be on the TIF board or other unelected boards.
165,The population has out grown the infrastructure in bg/ warren county.
161,"Local government, for profit and non profits should work together on housing and economic equality"
161,Minimum wage required for businesses to receive tax credits should be raised to a living wage
161,"City/County schools should have a minimum one year classroom for immigrant and refugee students so they can learn english, culture and laws"
149,City and county parks departments should provide more programming for adults and seniors.
151,"Trains blocking major roads, stopping, and shutting down all traffic. This problem needs to be solved."
149,The city and county school systems should merge.
146,We are loosing the city’s long established neighborhoods to multi family developments that do not fit in with the single family residences
36,"If city eliminates homelessness via occupational taxes, employers of homeless people need to reimburse city via special occ. tax penalty"
36,City should pay 1.2-1.5m per annum for all homeless k-12 student/families a studio apartment at $500 or less. fund by occ tax move to 1.91%
143,Downtown redevelopment should retain accessible parking for existing businesses.
36,Homeless people deserve full size places like studio apartments.  Not tiny homes like a smurf would desire in a tiny house park.
140,We need jobs to attract our own college educated students so they don’t leave to get better paying jobs
102,Bowling Green & Warren Co. should consolidate into a metro.
132,"Warren County should be completely wet, the idea of a “moist” County is outdated and stunting the financial growth and tourism opportunity."
125,Bowling Green needs to annex a solid geographic area & thereby eliminating those areas within our city that are not receiving city services.
126,The lack of leadership regarding adequate planning and zoning in BG is discouraging.
126,Law enforcement in Bowling Green and Warren county needs more minority representation
126,Downtown at the square and adjacent areas should be a pedestrian mall
129,"Warren county needs to be ""wet"". The city is wet but the county is dry."
125,Industrial hemp should be re-legalized to grow in Kentucky.
119,People need to do all their research before accusing local officials of using their influence for personal gain.
114,LGBTQ fairness is far-left political idiocy.
114,Marijuana should not be legalized.
110,"The downtown district, especially Fountain Square, should have more retail businesses, not offices."
0,A fairness ordinance in Bowling Green would attract new businesses. No one wants to set up show in a town ethically stuck in the 1800s.
110,Bowling Green needs a fairness ordinance to protect the rights of its citizens.
0,Legalizing marijuana would be a boon for the economy.
0,"There are too many traffic lights in parts of Bowling Green (for instance, Scottsville Road)."
0,Impact on traffic flow should be considered with any proposed new developments.
0,"Traffic flow needs to be improved throughout Bowling Green, especially on Scottsville Road."
101,Warren County residents should not be charged the WASTE WATER SERVICE FEE on their water bills.
96,Bring a discount grocer to the downtown area.
96,Build and improve sidewalks in the area of Magnolia Street and 13th to Cabell Drive area for the heavy pedestrian traffic there.
87,More advertising should be done along I-65 to promote tourism into Bowling Green.
0,We need a health food store.
0,"We need more activities for families, such as a large-scale all-in-one kids play arena like All About Kids."
87,Greenwood Mall should be remodeled to attract more buyers.
87,More concerts should be held in Bowling Green
85,Something needs to be done to improve traffic flow
75,County volunteer fire departments need to be upgraded to fit the current population of Warren County.
75,Some local politicians abuse their power and get away with more than normal citizens.
82,The city should actually time stoplights correctly during rush hour to prevent complete gridlock
78,"Prevent the development of new housing areas, especially in farm land areas."
67,"More choices when it comes to internet.  BGMU has been offering service to businesses for a while, they should expand to offer to residents."
62,WKU should upgrade their CIT program to keep up with the times
56,"11,000 Total American deaths from cocaine is not equal to 45,000 deaths from opoids, therefore false race-baiting news is a problem."
54,Individuals should be treated equally. Higher positions or who you work for should not release anyone from responsibility of their actions.
50,There isn’t enough here to draw young families. We need a beautification of the riverfront and a more walkable city for young professionals
47,"Something needs to be done with the river area- river walk, park, restaurants, summer events- to give the communities ways to get together."
6,"I would like to see part of the downtown area converted to an ""art district"". Something similar to the Wynnwood Walls in Miami, FL."
44,We need a real bus system.
44,We need more things to do for ages 1-6. A children’s museum or a small science museum would be wonderful.
36,Every school has 1-9% homeless people. This is for the government to deal with via economic policy.  Not sending to a NGO or giving a shanty
36,"Temp svc need to furnish the equivalent of FMLA, despite not having 50 people at one single site."
36,Temp service need to pay higher hourly rate to temp than hiring firm pays their FTE to account for reduced economic security
36,"City needs to mandate temp services furnish details of how much they are selling employee labor for, to the employee."
36,City needs to bar big COs employing from half a dozen temp services to keep 100s ineligble for FMLA due to less than 50 ppl/per 'employer'
36,A person should not miss rent (say due to a car breakdown) and face eviction in less than 2 weeks (before next payday). Make it 30 days.
36,City should bar garbage token health plans designed to prevent temp services paying $166/month Obamacare emp. fee. Let ppl get subsidy.
36,"City should bar non-competes, similar to North Dakota/California, as driving destitution in non-tenure work force. Be heroic destination."
18,Continue downtown development to the river.  Tourists always seek out parks & restaurants near water.
22,I still have to drive out of town to eat Golden Corral.
24,We already have a lot of parks. And the libraries have become a hangout for the homeless.  Do something about that problem first
13,I would like to see a sift in city planning and zoning to make BG a more walkable city with better sidewalk planning
6,"I would like to see the WKU psych and Medical programs collaborate on mental health research, which is so sadly lacking in today's society."
6,"If the state cannot provide good retirement benefits to KRS employees, the county/city should supplement the retirement with a 401k."
6,Fewer students per teacher should be a rule. No more than 20; ideal class size of 15. Plenty of teachers are looking for work.
6,"If strict dress codes are required, uniforms should be provided by the school system, not eat into the  parents possibly small budget."
6,"All students in Warren county should have the best available education, not the Kentucky minimum, at all times."
6,All schools in the county and city should work together to provide the same minimum level of education to students.
6,"More youth programs are needed to bring the community together: volunteer organizations, community service, innovative creations labs"
6,"I would like to see a revitalization of older parts of Bowling Green, by giving home improvement grants to home owners. Approval process req"
6,"I would like to see more community art and music programs. For instance, I would love to sign up for a community choir."
6,"I would like to see more aid for the homeless whether: tiny house park, health clinic, rehabilitation, job readiness sources."
5,We need a WHOLE FOOD store.
0,"Our local immigrant population has, overall, been a benefit to our city and county."
0,"The fact that there is not as much coverage about African American deaths from cocaine as there is about deaths in the white community from opioids, even though there are as many of them, is evidence of institutionalized racism."
0,Cutting a major sports program would be the best way for WKU to deal with budget cuts without harming academics.
0,A city should have the right to declare itself a sanctuary city.
0,"Homelessness is for the nonprofit sector to deal with, not government."
0,"No family should be homeless in Bowling Green / Warren County, and it is up to our officials to make sure they have options for shelter."
0,"No child should go hungry in Bowling Green / Warren County, and it is up to our officials to make sure it doesn’t happen."
0,Crime is worse in Bowling Green / Warren County than it was a decade ago.
0,The arts are an important component of K-12 education.
0,It is embarrassing that our city is the largest in the state not to have a fairness ordinance.
0,More nonviolent inmates convicted of drug possession should be set free.
0,Beautification projects and other quality-of-life enhancements like parks and libraries help attract new residents and industries to our city/county.
0,"If private schools were to get a share of Federal or State education dollars, it would hurt public schools."
0,The main purpose of higher education is job training.
0,"WKU and local community colleges should continue to offer courses that interest those seeking an education, whether or not the courses aid in job placement."
0,I regularly discuss politics with people I disagree with.
0,Recreational marijuana should be legal.
0,Medical marijuana should be legal.
0,Law enforcement should send drug possession arrestees for rehabilitation services rather than imprisonment.
0,"In order to better combat the opioid epidemic, it is time to view drug addiction as a health problem rather than a criminal justice problem."
0,Harsher sentences for drug users would help combat the opioid epidemic.
0,Opinion pieces without a specific author make it more confusing to determine whether a media source is biased or not.
0,"Most journalists strive to be factual and unbiased, whether or not they succeed in all their writing,"
0,Local law enforcement would benefit from additional training in community relations.
0,Most local officials run for office to serve the public good.
0,"I should be able to vote in city elections if I pay city taxes, even though I may live in the county."
0,Officials that use social media accounts in a professional capacity should not be allowed to block constituents except under rare conditions like being threatened.
0,University management bears more responsibility than federal and state education funding cuts for tuition rising so much over the years.
0,Local schools should help make up the pension fund crisis by learning to live with budget cuts.
